text;label
"He looked a little crestfallen ";SADNESS
"Darby was momentarily crestfallen before saying : ` I still think it 's an office you need to find ";SADNESS
"A dejected David Mellor , of the Royal Bank , told the magazine Doctor : ` I was led to believe it was n't an appropriate venue for a bank representative . " ";SADNESS
"Moreover , now that she had achieved the heart 's desire for which she had turned on her shameless , neurotic display , she had become dejected , and walked along meekly , head and tail hanging ";SADNESS
"On this occasion City accepted with relish the chances which came their way and inflicted serious psychological damage on their dejected opponents ";SADNESS
"Depression flattens the voice almost to monotony ; movement is slowed , and a dejected facial expression is characteristic of many people when they are in a low mood ";SADNESS
"When Allen at last found a crevice secure enough to trust to he looked over to find that he was peering into the little courtyard onto the rain-wet backs of the dejected horses ";SADNESS
"Then they walked away , humbled and dejected ";SADNESS
"I felt frustrated , angry , utterly dejected ";SADNESS
"A dejected Allen added : ` You ca n't give John Aldridge chances like that -- he is a quality finisher ";SADNESS
"I felt pierced to the heart , dejected and lonely ";SADNESS
"Tennyson discloses that the setting of Mariana is in Shakespeare 's Measure for Measure where the dejected Mariana resides alone in a moated grange ";SADNESS
"But Kirkwood , who was a particularly dejected figure after Monday 's decisive 1-0 defeat by Canada , injected some pride back into Irish ranks in the dying seconds when he flicked home the winner ";SADNESS
"Meanwhile the dejected opposition leader , John Hewson , reacted to his crushing defeat yesterday by abandoning key policies which he had trumpeted as essential for Australia ";SADNESS
"His head , craning neck ; one moment high , straining to the ceiling ; then , a sigh , utter dejection , dropped down between his knees , his forehead pressed to the floor ";SADNESS
"He wandered around in a state of utter dejection , belonging nowhere ";SADNESS
"McColgan , slumped in deep dejection , said afterwards : ` It was just a bad race on my part ";SADNESS
"Back in his office , McCready threw himself into his chair in deep dejection ";SADNESS
"Very likely he was simply lying on his bed in a state of dejection and , perhaps , of remorse for his massacre of " the possessions " which was now generally thought not to have been necessary ";SADNESS
"It is also likely that by providing minimum standards of living , social services reduce public apathy and dejection and thus maintain the will to work ";SADNESS
"The sun was shining the next morning but the brightness of the day did nothing to dispel Eline 's feelings of dejection ";SADNESS
"Merrill laughed at her dejection ";SADNESS
"The journey was taken at a leisurely pace because of the trailer , yet , despite her dejection , Matt 's reminiscences caused it to pass rapidly ";SADNESS
"In it a deeply depressed Spiro , 46 , makes several rambling statements about his money problems ";SADNESS
"He felt suddenly deeply depressed ";SADNESS
"For the more depressed and lonely people who have few if any outside contacts , counselling can appear to deepen the very feelings that it is seeking to alleviate , especially in the early stages ";SADNESS
"As he told Barbara afterwards , he had never felt more depressed ";SADNESS
"Interpersonal arguments and difficulties were also a more common feature of the experiences of depressed patients than of the comparison group ";SADNESS
"Now Endill felt really depressed ";SADNESS
"After the operation , you may feel sick or very depressed -- this is the effect of the trauma of the operation and of the anaesthetic ";SADNESS
"I 'm very depressed and have tried to commit suicide several times ";SADNESS
"By this time I was beginning to think that Eric was either dead or had chosen to forget me , and I felt very depressed ";SADNESS
"He became very depressed for some time before he could reassess himself , start to use his considerable abilities and begin courting his wife again ";SADNESS
"Unfortunately Chris 's health suffered , and she became very depressed ";SADNESS
"But he 'd become depressed about his exams and could n't concentrate on his work ";SADNESS
"Have we become so depressed about any real prospect of newness that we 've decided to enjoy our chains , masochistically dwelling on our miseries and inadequacies ? ";SADNESS
"So I got very , very depressed about it all and I just said to the officers , ` Put me in my cell and leave me alone ";SADNESS
"I got more and more depressed ";SADNESS
"Upon recovering , he admitted he had been extremely depressed since the death of his wife from cancer a year earlier and now did not think he had anything to live for ";SADNESS
"The mood by this time may be more depressed , as they start to look at their own problems as opposed to those of their partner ";SADNESS
"When I was 15 I was in a depressed state and I thought , I 'll do these last paintings about the end of the world and then I 'll end it ";SADNESS
"She was deeply depressed , and felt guilty about her depression ";SADNESS
"Marsilid was tried as a treatment for depressed patients , and , given over a period of weeks rather than days , but it had disadvantages as well as advantages ";SADNESS
"The virtual outlawing of the use of ECT in some States in the USA has deprived suicidal depressed patients of an extremely effective and sometimes life-saving treatment ";SADNESS
"Geographical moves have been found to be third most important in a list of ten precipitants concentrated in the month before the onset of depressive symptoms , in forty consecutive clinically depressed patients ";SADNESS
"Many depressed people just withdraw into themselves , they may sleep a lot in the day but have wakeful nights ";SADNESS
"For example , mildly depressed and tired old people used to be given amphetamines ";SADNESS
"A depressed person may cry a great deal , show self-pity and lack of interest in the outside world and have no enjoyment of everyday life , even food ";SADNESS
"Their findings indicate measurable differences between normal and depressed women ";SADNESS
"He seemed too depressed to do very much , wandering round the house like a zombie ";SADNESS
"I 've heard of women so depressed that they spend their 40th birthday incommunicado , having a mini nervous breakdown in bed ";SADNESS
"Records must not be based on the measurement of subjective impressions such as the number of times parents felt depressed about their child 's behaviour ";SADNESS
"I felt quite depressed about it . " ";SADNESS
"In the longer term the offspring of depressed mothers are more likely to suffer from childhood depression ";SADNESS
"The ready availability of a screening questionnaire that mothers at risk can complete under supervision in a few minutes is potentially useful , but only if health workers and others can rise to the needs of depressed mothers ";SADNESS
"If someone mentions things like ration books , powdered egg , air raids and so on , my stomach turns over and I feel quite depressed ";SADNESS
"It showed some women in a northern English town at the turn of the century ; they were standing under an advertisement for Mazawattee tea and seemed depressed ";SADNESS
"Her shoulders were slumped and she was walking slowly , looking depressed ";SADNESS
"Every time I go to Cambridge I come back depressed as hell ; then as soon as I am back to a Norfolk class spirits soar again ";SADNESS
"At first I could not understand -- but then when she had , whispering , explained properly , I was filled with a desolate , despairing horror ";SADNESS
"I am so desolate -- oh , but please , it is all arranged and say no more . " ";SADNESS
"` Let me in for I am cold and desolate and hungry . " ";SADNESS
"I was so desolate about Chip ";SADNESS
"Edwin , I would be utterly desolate were it not for my faithful companion here ";SADNESS
"I felt so desolate , and so angry . " ";SADNESS
"Creggan had never in his short life felt so desolate , and try as he did he could not rest and fall asleep ";SADNESS
"Feeling oddly bereft and desolate , besieged by Dolly 's incessant chatter , Luce was pleased to get back to the hotel ";SADNESS
"Feeling desolate , she climbed back into the car , not daring to look at Roman in the silver moonlight ";SADNESS
"He saw Maud once in the Kurfrstendamm , eating alone in a cafe and looking a little desolate , with a stack of coins already piled beside her plate although her meal had only just come ";SADNESS
"She looked utterly desolate and all of her thirty-eight years ; her cheeks seemed to sag and her jaw-line looked heavy ";SADNESS
"Market Report : Interest rate fears spread despondency ";SADNESS
"The greatest cause of the Prince 's despondency had been the feeling that he served no useful purpose ";SADNESS
"Producers must believe in their ability and not succumb to despondency ";SADNESS
"There is nothing new in the experts spreading unwarranted alarm and despondency ";SADNESS
"In an attempt to counteract despondency , to reclaim the green world for itself , not solely as a balm for my despair , I arranged with Barry 's help an interview with David Ricalde ";SADNESS
"Through some unexplained process , magnetic fields produced by the electric currents flowing in the cables seem to induce , say the depressives , the darkest feelings of gloom and despondency ";SADNESS
"I want you and Sheila to know how very much I appreciate the kindness shown to me in my earlier mood of despondency ";SADNESS
"During the days that followed Brackenbury 's hasty departure , Edward 's despondency increased ";SADNESS
"Following this there was considerable despondency amongst the committee as there seemed to be little hope for the future ";SADNESS
"Lucille 's despondency was caused by a fear of Sharpe 's death , not a British defeat , but she dared not articulate such a thought ";SADNESS
"During the following months the School managed to carry on , but the atmosphere must have been one of great despondency ";SADNESS
"The day was high and bright , the salt tang seasoning the after-pulse of summer heat which still hung in the air , but nothing could shift my sense of despondency , nagging depression ";SADNESS
"The session had ended with the seven of them grinning broadly , their earlier mood of despondency cast aside , their sense of unity rebuilt ";SADNESS
"I remember my despondency in 1926 when Abd al Karim was forced to surrender to the French ";SADNESS
"And therein lay the extent of his gratitude , she realised with a feeling of despondency , but to disguise her feelings she added brightly , ` When we 're at the hospital we must visit Stella . " ";SADNESS
"Despite moments of despondency , de Gaulle himself certainly did not give up hope ";SADNESS
"Determinedly she put her worries and the root cause of her despondency behind her and tried to think more cheerfully ";SADNESS
"The euphoria and sense of well-being which accompanied the boom years of the 1980s has been replaced by a mood of despondency as companies and individuals experience the effects of a western-style recession ";SADNESS
"She knew that his Gothic romance and glossary were being turned down by publisher after publisher and he grew despondent as he rewrote and rewrote again ";SADNESS
"Diana took the criticism to heart , avidly read what was being said about her and became depressed and despondent ";SADNESS
"She was becoming increasingly despondent about the way things were going ";SADNESS
"The mood was despairing , despondent , and war-weary -- apathetic rather than rebellious ";SADNESS
"And our hero in his turn , felt despondent and fearful , for his little grey mentor had given him no instructions for this eventuality ";SADNESS
"It was a pretty despondent group that sat around the fire of the LRDG patrol , each sunk in his own thoughts ";SADNESS
"At first Tony looked less happy than before , and said he had become somewhat despondent about his lack of progress in finding employment ";SADNESS
"We are more despondent and needy than ever ! ";SADNESS
"` Ma , " he said in a tentative tone of voice , his face going slowly pink with the strain of trying to communicate with his despondent parent ";SADNESS
"Nigel became despondent but I did n't ";SADNESS
"Both Mr Pitman Senior and Junior were reps who grew progressively despondent over the standard of rooms and services they encountered on their travels ";SADNESS
"Protagonists of unity may have been despondent about the loss of the EDC and the European Political Community , but were not routed ";SADNESS
" I 'll have the use of a locker at the airport   she trailed off with a despondent sigh ";SADNESS
"By six o'clock the water had n't arrived and Haverford , looking at their despondent faces , said , ` It 's like a death in the family . " ";SADNESS
"He felt increasingly irritated and despondent ";SADNESS
"He was beginning to feel a bit despondent about the kind of questions Jean was asking ";SADNESS
"By comparison , she felt drained and despondent ";SADNESS
"Inevitably some become despondent , fearing they will never work again ";SADNESS
"Privately , Juliet was feeling rather despondent ";SADNESS
"Squeezed like despondent sardines , they looked as if they were huddling for warmth ";SADNESS
"` Do n't be despondent , " she told me ";SADNESS
"A despondent Renault worker remarked , ` It seems to me that we came very close to something new . " ";SADNESS
"Following yesterday 's revival in fortunes , the London share market was in a despondent mood as the Treasury deflated hopes of early interest rate cuts ";SADNESS
"Yeah , but she 's a bit despondent now is n't she , really ? ";SADNESS
"` Of course , we were devastated , but we knew now what had been wrong all along -- and at least they could n't blame me any more . " ";SADNESS
"Clare was devastated and swore that she would never go back to school again ";SADNESS
"` I was devastated , " he says of missing the semi-final ";SADNESS
"His poor scrawny hands grip the arms of a wheelchair pushed by his adoring wife with the now familiar expression of a too-bright smile and devastated eyes ";SADNESS
"In an expression of community sympathy many local children in South Ronaldsay made and sent cards to the four devastated mothers ";SADNESS
"Julie 's devastated husband Tim , 32 , was last night preparing to fly from their home in Northampton to identify his wife 's body ";SADNESS
"Father Hugh Mcaleese said : ` We are devastated , but we intend to restore the church to its former glory ";SADNESS
"` I was devastated , I wanted him back , " Carol said after the hearing at Fareham ";SADNESS
"Fry said his farewells to the players who regarded him as a father figure before heading for home in Bedford a devastated man ";SADNESS
"He collapsed in a coma at a London club and died hours later in hospital from massive internal bleeding  in front of his devastated mum and dad ";SADNESS
"As he was rushed to hospital , his devastated daughter Suzanne went ahead with the service -- not knowing if he would live or die ";SADNESS
"Yesterday it was also disclosed that glamorous Suzannah Dwyer told her devastated husband of her romance 24 hours before Bates went public with the news at a press conference ";SADNESS
"Physically she felt devastated ";SADNESS
"I feel devastated and it is much worse for my poor mother . " ";SADNESS
"Jessica felt more than flustered , she felt devastated ";SADNESS
"` All her colleagues are devastated , she was a popular wee girl . " ";SADNESS
"I sit disconsolate in the snow ";SADNESS
"` Give over , will yer , " pleaded the disconsolate convener , slapping jam on his butty ";SADNESS
"The Brazilian lover was looking increasingly disconsolate ";SADNESS
"Wycombe were beaten by Bob Taylor 's 82nd-minute winner , and their disconsolate boss Martin O'Neill said : ` I was actually looking forward to extra-time because I was so sure we would win ";SADNESS
"The night outside was drizzling with rain , and everyone except himself hurried for a cab ; the flower-sellers were disconsolate ";SADNESS
"As Clinton was taking up the reins of power , a disconsolate President Bush flew back to Washington to make arrangements for the handover ";SADNESS
"Francis was not totally disconsolate and added : ` The way our fans came behind us is the best I 've ever heard it here , and I hope it continues ";SADNESS
"A disconsolate group of climbers sitting round a kitchen table all lean forward and peer out at the iron-grey clouds rumbling past ";SADNESS
"She stared until it was hard to know which was herself -- the disconsolate woman in the chill room or the other sorrowful face in the night outside ";SADNESS
"Wenner would fly in to issue instructions to an increasingly disconsolate staff and Jagger would pay the bills ";SADNESS
"With a disconsolate sigh she stood up , slipped off the towelling robe and threw it over a chair ";SADNESS
"He looked most disconsolate ";SADNESS
"` After he got back I felt like I was in a black hole , " groaned a disconsolate Wilkinson after his two hour defeat ";SADNESS
"Support for the Greens may have shrunk but it was still at the same level as the Liberal Democrats " , the third party in Parliament , so perhaps Ms Cooke was unduly downcast ";SADNESS
"Catherine looked downcast , and McLeish felt uneasy ";SADNESS
"Penelope Huntley sat silent through this speech , chain-smoking , her eyes downcast ";SADNESS
"Leapor was still downcast about the loss of her job , perhaps unable to write much poetry , when she met Freemantle ";SADNESS
"Which was a curious sensation , since in fact her eyes were downcast , apparently studying the vinyl squares of the floor ";SADNESS
"Flora 's eyes were downcast too ; they usually were ";SADNESS
"Cowed , he stiffened his stance , his eyes slightly downcast ";SADNESS
"He looked so downcast that even Angalo patted him on the shoulder ";SADNESS
"Harry released her and once again his expression was downcast ";SADNESS
"A group of thirty or forty downcast men stood apart in the canter of thin ring , their heads and arms hanging slack in attitudes of despair ";SADNESS
"But one day when the lord was off hunting the fox said : " Friends , we are all happy and contented , but our master sometimes seems rather sad and downcast ";SADNESS
"` You must n't be downcast , " said Lydia ";SADNESS
"I might have felt a little downcast at that point , only the evening had made me feel more encouraged about my prospects with her than I 'd felt for some time ";SADNESS
"They gossip and joke and giggle like schoolgirls : very different from their daughters-in-law who are sometimes seen shuffling behind them , heavily veiled and silent and with the downcast eyes of prisoners under guard ";SADNESS
"` It is a long time since anyone cared for you as tonight you cared for Ana , is it not ? " he asked softly , his hand coming to tilt her downcast face ";SADNESS
"` Forgive me , Miss Kyte , " said the other lady softly , ` but you look quite downcast . " ";SADNESS
"One unnamed area was criticised after it appeared to have industrial dereliction and sad , downcast people ";SADNESS
"Yet they were not downhearted ";SADNESS
"I am not downhearted ";SADNESS
"Kevin Keegan , the Newcastle manager , was not downhearted , even though the result leaves his side deep in relegation trouble ";SADNESS
"The family are not downhearted ; they have made many people across the country aware of the Trust and their work ";SADNESS
"All the talk of weddings made Anne feel downhearted and impatient with the secrecy that John insisted on ";SADNESS
"You ai n't gone and got yourself worked up into a glum mood , have you now ? " ";SADNESS
"It was performance that drew applause from a press corps relieved to be approaching the end of at least the first election campaign this year , and brought smiles to previously glum ministerial faces ";SADNESS
"` You look glum today , " Bragg said good-humouredly ";SADNESS
"The organisation is glum about the social consequences for Europe ";SADNESS
"The glum look on his face was probably normal ";SADNESS
"After the coming of the man in the night , Miguel had grown glum and thoughtful ";SADNESS
"` Then why are you looking so glum ? ";SADNESS
"` In fact , " said Helen , ` I 'm not feeling particularly glum about all this ";SADNESS
"THE glum look on the face of England Manager Graham Taylor says it all  but he has no intention of quitting ";SADNESS
"Leading scorer Paul Wilkinson struck his 20th goal of the season against his former club but looked glum as he left the dressing room ";SADNESS
"Aside from the fact that Jill is quite capable of carrying her own books , her glumness could easily be due to being a young lesbian forced to suppress it and wishing Jack would take his stupid pick-up lines elsewhere ";SADNESS
"My poor mother was grief-stricken and all alone ";SADNESS
"A grief-stricken Mr Ellis said yesterday : ` It 's a nightmare ";SADNESS
"Wren 's grief-stricken mother gives all her daughter 's possessions to Luna ";SADNESS
"The grief-stricken widow refused to leave her dead husband 's side , and even crawled into his bed in a vain attempt to infect herself with his disease ";SADNESS
"His grief-stricken widow destroyed all his cricket clothes and equipment ";SADNESS
"Queen Margaret came out of the church , a veil covering her grief-stricken face ";SADNESS
"Lady Cross 's family was too grief-stricken to attend the trial ";SADNESS
"Sometimes our bodies and minds seek excuses to experience griefs that we may have put aside or denied because we could n't face them at the time ";SADNESS
"She had assumed that because mother had n't wept or shown grief that her father had n't been loved by anyone but herself and her father 's parents , who wept copiously ";SADNESS
"I experienced tears of real grief for the first time when my granny died ";SADNESS
"How does it make someone like a woman who has just had an abortion feel having to go to a lavatory to express her grief in tears ? ";SADNESS
"Unless they are given opportunities to express their grief in appropriate ways which can include weeping for loss , they will never be able to acquire the creative energy necessary to find a new job ";SADNESS
"Lives Janet Barron praises the good grief of Ted Walker ";SADNESS
"` I desire first to go to the palace of Westminster , my lord , there to greet the queen my mother and tender my condolences -- and to share the grief of my family . " ";SADNESS
"Derby County 's grief at the foot of the first division continues as they went down two one at Crystal Palace ";SADNESS
"At their graves their families would unite with their beloved over a memorial meal and a drink , easing their grief in recreating the family intimacy , only transiently ruptured ";SADNESS
"To some extent , adults can choose of their own free will whether to deal with their grief or not ";SADNESS
"To only a few had he been the devil who gloated over their private grief ";SADNESS
"Women traditionally show their grief more than men ";SADNESS
"Sandra Cooper , 33 , midwife and founder of the Darlington Miscarriage Association , said :  Women who have had a miscarriage experience grief but they have no record of their unborn child ";SADNESS
"Now she was mad with grief ";SADNESS
"She had been experiencing considerable feelings of grief about her husband and had been able to cry on occasions ";SADNESS
"He stood there stoically , hiding his grief as Newlands announced he had received only twelve votes ";SADNESS
"She looked desperately tired , but there were no obvious marks of grief on her face ";SADNESS
"For the first time , Coffin saw the signs of grief on Christopher Court 's face ";SADNESS
"David coped with his grief by trying to save other youngsters from solvent abuse ";SADNESS
"At this stage you are normally expected to experience grief when the main feeling is shock ";SADNESS
"Too much , it seemed to me , was made of Tom 's grief : his courtship of Araminta was forward-looking , and deep grief needs roots in the past ";SADNESS
"It is things like that which are really destructive to writers , who are often brave about illness and pain , and resilient after all but the deepest grief ";SADNESS
"Half a week after that encounter , Charlie had heard that his beloved had parted from the man with great grief , and was in need of tender care ";SADNESS
"That certainly did n't sound serious enough to account for her great grief ";SADNESS
"As you would expect , she was overcome with grief . " ";SADNESS
"But for the time being , Private Morrison 's family , already overcome by grief , can only wait and hope his body will be released to them soon ";SADNESS
"But it was the scene of my first heartbreak ";SADNESS
"And , to complete his heartbreak , his car broke down when he was looking for his ninth win of the season at the Italian Grand Prix ";SADNESS
"I do n't think I could cope with your heartbreak . " ";SADNESS
"That concern turned to heartbreak when they heard of his mother 's grim fate ";SADNESS
"You must have been heartbroken . " ";SADNESS
"When Annie 's daughter died at the age of five , she was heartbroken ";SADNESS
"A heartbroken Daniels watched this all going on , and was moved to break the golden rule of not speaking until spoken to ";SADNESS
"Heartbroken , Maria had to return to the convent and remain a nun for the rest of her life ";SADNESS
"` I am heartbroken because football has been my whole life . " ";SADNESS
"Heartbroken Tim Godwin weeps as he tells how he had to tell his 23-month-old daughter Sophie : ` Mummy is n't coming back " ";SADNESS
"She crammed more living into her 30 years than most people experience in two lifetimes , according to her heartbroken parents Ken and Diana ";SADNESS
"The kids will be heartbroken ";SADNESS
"And yesterday his heartbroken wife Jane slammed police for failing to find him after she raised the alarm 48 hours earlier ";SADNESS
"Yesterday the heartbroken teenager , who was on the verge of trials with the Royal Ballet , said : ` In just one second , my life has been wrecked ";SADNESS
"THE heartbroken mother of transplant donor Paula Moss is leaving England to work as a missionary ";SADNESS
"Only afterwards , when Tommy disappeared and Maudie seemed so heartbroken , then I began to wonder ";SADNESS
"Sitting in front of the looking glass , making up her face , she hoped that Anthony was all right and not quite as heartbroken as Julia seemed to think he was ";SADNESS
"Although I have has a lot of support , I feel heartbroken about Henri 's future ";SADNESS
"` The popular story is that he was so heartbroken he ran off to join a religious order , and has since been ordained . " ";SADNESS
"Scorning the establishment , they left homes and heartbroken parents ";SADNESS
"` I thought they must have had a quarrel , " Brand said , and I had the impression he was n't heartbroken about it . " ";SADNESS
"His heartbroken mum , Colette , said : ` Paul is so upset ";SADNESS
"Surely someone somewhere knows who killed Ann Heron and that person could ease the pain for her heartbroken family ";SADNESS
"She looked into his eyes and saw terrible pain and inconsolable grief ";SADNESS
"The boy was broken-hearted and inconsolable ";SADNESS
"The women wait anxiously and when the boat returns one of its crew has been lost , causing inconsolable grief to his young wife ";SADNESS
"William was inconsolable and , unable to settle at home , continued to travel extensively ";SADNESS
"Liza , for her part , had still seemed inconsolable when she first arrived back at her unit on the edge of Salisbury Plain ";SADNESS
"There are periods when we feel totally inconsolable ";SADNESS
"It can be the focus of inconsolable grief ; it inspires poetry and literature , symphonies and songs ";SADNESS
"In the event , Maman was inconsolable ";SADNESS
"He was inconsolable when he found what she 'd done ";SADNESS
"Yussuf had been quite inconsolable ";SADNESS
"He was not inconsolable ";SADNESS
"Vincent agreed , too low-spirited to put up any resistance ";SADNESS
"She sounded a little low-spirited ";SADNESS
"Sven Hjerson 's lugubrious face lit up in a brief smile ";SADNESS
"I kept trying to get back to Changez 's lugubrious face , which reclined morosely in his good hand as the guests filled the air around him with cultivated noises ";SADNESS
"The lugubrious publican had seen it as his job to repel strangers and had employed to that end an impressive armoury of taciturnity , malevolent glances , warm beer and poor service ";SADNESS
"He was a plodding lugubrious fellow , and we were delighted with his Wodehousian name ";SADNESS
"Bert , a lanky , lugubrious individual , declined ";SADNESS
"He looked up , his lugubrious face pale , and Athelstan saw it was tear-stained ";SADNESS
"He became even more lugubrious ";SADNESS
"Bathsheba was watching his expression closely , and she had never been more miserable ";SADNESS
"` If you do n't help me , I shall make you more miserable than you have ever been in your life ";SADNESS
"There I lay , half-roasted on one side , freezing on the other , in a sort of trance , more abjectly miserable than I can tell ";SADNESS
"On one of our visits we found a representative of the Occidental Oil Company stranded there , looking most miserable and bedraggled in the morass of mud and pouring rain ";SADNESS
"Neither of us could wait to get the round over , we were so cold and miserable ";SADNESS
"` I used to be sad and pathetic , but I 'm not so miserable any more ";SADNESS
"He was so miserable ";SADNESS
"Of course I like them ; if I did n't I 'd be utterly miserable ";SADNESS
"Accordingly , I wrote to my parents and , having pretended for years that I was relatively happy at school , I now confessed that I was utterly miserable , and begged them to take me away ";SADNESS
"They were on the top floor of an old house and he was very cold and very miserable ";SADNESS
"I 'm very miserable ";SADNESS
"As he nodded she went on , ` I 'd had a bit of a knock in -- in a relationship with a man in London , and I was very miserable over Elise 's death ";SADNESS
"And when I first got an inkling the little was far worse than none , and I became melancholy and miserable ";SADNESS
"Every day they became more miserable ";SADNESS
"As Joe and Biddy became a little more cheerful , discussing my possible plans for the future , I became more miserable ";SADNESS
"I feel really miserable to tell the truth ";SADNESS
"When the reaction set in she had felt utterly miserable ";SADNESS
"Sheila Williams was feeling miserable ";SADNESS
"Five minutes went by as she reflected that Rosemary must be feeling as miserable as Travis , then , checking to see that Travis was all right as she passed , she went to bed ";SADNESS
"The dog seems anxious to get the harness on ; indeed , all through the trip the dogs are always keen to pull and seem miserable when they are tied off for the night ";SADNESS
"They seemed demoralized and miserable , operating an endless mechanical process ";SADNESS
"` I 'm too miserable to eat . " ";SADNESS
"I was too miserable to giggle , but I wondered if the fiances had when he postured on his lawn ";SADNESS
"As I read it , I was sad to think how miserable Anne had been , in a big house away from home , where no one understood her ";SADNESS
"Now her vivid imagination had no difficulty in showing her how Mark 's last drive alone must have been , how miserable he must have felt ";SADNESS
"She missed him , and missed the companionable secrecy of their relationship , but she was not miserable about it ";SADNESS
"She in turn had been drawn to him at the time when she was miserable about Jean-Pierre ";SADNESS
"As Michael Codron told me : ` Ken remained very loyal to it , even though he was miserable about it ";SADNESS
"It was the kind of life that ` was making life miserable in the extreme for her and since I felt responsible for her it was making me miserable too ";SADNESS
"Loads of my friends are miserable over the way they look , and the media are basically saying , ` Yes , you 're right to be miserable ";SADNESS
"` Harry , we 're going to make ourselves miserable beyond measure if we go on like this ";SADNESS
"If , as she suspected , Elizabeth was miserable because of that dreary village sawbones , then it was dishonest and unlikeable of her to pretend that it was because of her sister-in-law ";SADNESS
"He must be miserable . " ";SADNESS
"To misquote you : he is itinerant because he is miserable . " ";SADNESS
"Brian Davies , also from near Coventry , had entered some immense pumpkins and marrows , but seemed mournful ";SADNESS
"On the other hand , the most important person , the cameraman , wore jeans and a Micky Mouse T-shirt , over which his mournful , deadpan moon face shone incongruously ";SADNESS
"It is her whole situation -- she is so mournful and silently accusing and sometimes , Robert , I think her as mad as Landor with all this nonsense she makes of the Bible from time to time ";SADNESS
"His face was completely serious , even slightly mournful ";SADNESS
"He was at the graveside looking mournful and interesting ";SADNESS
"He had a narrow mournful face , tapering to a long pointed chin ";SADNESS
"They 'd had a skinful so were n't in a particularly noticing mood but they saw and heard nothing , nothing except what they described as a kind of mournful whistling coming from deep in the wood . " ";SADNESS
"Gloom , on the other hand , sees a noisy , grimy city with crowded underground stations , overpriced restaurants , jostling strangers and mournful faces ";SADNESS
"` It gobbled up the bird in one go , " said a mournful bird-watcher yesterday ";SADNESS
"There was the mournful sound of human voices , and then a jolt ";SADNESS
"I could n't bear the mournful look on his face ";SADNESS
"How dare you seem so mournful . " ";SADNESS
"He was drawn to such slow , mournful music and he carried it with him everywhere ";SADNESS
"Joe sat with his head in his hands not hearing the mournful sound of a tug edging shorewards in the direction of the docks or the lonely cry of the seagulls overhead ";SADNESS
"With her long hair drooping round her face and her large , mournful eyes , she looked like a lost basset-hound puppy ";SADNESS
"The merchant 's long face was even more mournful and the friar was sure the man had been crying ";SADNESS
"The Counts were well pleased at this ; but all the people of the land were sorrowful ";SADNESS
"Tero followed them at a distance , watching her new friend with sorrowful anxious eyes ";SADNESS
"Elizabeth Mowbray 's face was pale and tense , her sorrowful mien reflecting the newly sombre mood of the court ";SADNESS
"Not from irritation , but because she knew it was a lie , and felt sorrowful because of Alice ";SADNESS
"Coventry turned and looked at him , a long dark sorrowful stare ";SADNESS
"Then the toot of a trumpet and the clown with the enormous sorrowful eyes was coming at her in her ring-side seat and she wanted to run away ";SADNESS
"His liquid eyes were sorrowful and the ends of his moustache drooped ";SADNESS
"Then he relaxes into a sorrowful smile , like when you remember someone you loved who died a long time ago ";SADNESS
"Moreover , I disliked the Lady Eleanor intensely , with her sorrowful face and moping ways ";SADNESS
"One of the three khthons began to hum a sorrowful melody ";SADNESS
"The poem interlocks the narrative description with Mariana 's own sorrowful moans ";SADNESS
"Athelstan rubbed his mouth with his thumb and gazed directly at Cranston 's sorrowful face ";SADNESS
"Philippa thought , perhaps this news benefits the king , but it brings sorrow for the rest of us ";SADNESS
"Jacob filled to the brim with sorrow for the woman whom , despite everything , he had loved ";SADNESS
"Psalm 13 put her own question well &mdash'How; long shall l take counsel in my soul , having sorrow in my heart daily ?  ";SADNESS
"As the tartan army drowned its sorrows in the bars of Soho , Frank preferred a candlelit dinner ";SADNESS
"` I have naught to offer you , " the youth was saying and there was sorrow in his voice ";SADNESS
"There was genuine sorrow in the producer 's voice ";SADNESS
"June Barraclough 's A Time to Love ( Methuen , 12.95 ) spans both World Wars and paints a vivid picture of the loves and sorrows of the characters in the lives of two women friends ";SADNESS
"Yet the sorrow of Leibnitz , were he to have needlessly destroyed it , is described as ` a natural feeling for a humane man " ";SADNESS
"Help us to become more aware of the needs , the joys and the sorrows of our brothers here ";SADNESS
"The look of reproach and sorrow on her face cut into him far more deeply than any angry words could have done ";SADNESS
"But the parting has brought some sweet sorrow to her and her landlord ";SADNESS
"Miss Worthington often felt it would have been an unendurable sorrow to her parents if they had lived to witness the extent of the deterioration ";SADNESS
"He was a man drowning his sorrows , he 'd decided ";SADNESS
"There were dry gingers and tonics prepared for the whiskies and gins which everyone hoped would drown the star 's sorrows ";SADNESS
"My hand caresses the surging wind ; I am deeper drowned in sorrow ";SADNESS
"They were young but they walked bent in sorrow ";SADNESS
"MOST of those who read Glenys Roberts 's moan ( March 15 ) and who know Monaco felt , I suspect , more sorrow for the author than disdain for the place ";SADNESS
"He could see sorrow in the dark eyes which glowed as if there were candles burning behind them ";SADNESS
"Other people 's sorrows on the whole weigh lightly on our shoulders : a merciful provision ";SADNESS
"I drowned my sorrows on the school goalposts , as football was banned ";SADNESS
"Taking as his theme the great rivers of the world , the Ganges , the Jordan , the Mississippi , the Clyde -- and of course the Boyne -- he weaves a tapestry evoking both sorrow and joy ";SADNESS
"The reporter , treading delicately , had asked if it was a great sorrow to her when she and Walter separated ";SADNESS
